row_id,source_system,reported_by,reported_by_tax_id,reported_by_country,declared_supplier,declared_supplier_tax_id,declared_supplier_country,relationship_type,last_updated,notes
516,portal_v1,global alloys sarl,FR02653954607,FR,Pacific Metals Inc.,11-7347262,US,packaging,2023-08-28,Duplicate of prior quarter submission
517,portal_v1,NORTHGATE CIRCUITS LTD.,GB715429489,United Kingdom,"Oakridge Polymers Co., Ltd.",QATCNZKTQP0GYSSKQK,CN,component,2023-04-21,
518,portal_v1,Danube  Components  Sp.  z  o.o. ,PL8781446242,Poland,silverline leather s.r.l.,IT37704414833,IT,packaging,2023-07-20,
519,portal_v2,Godlen Tooling Sp. z o.o.,PL2144229485,PL,Oakridge  Logistics  A.Ş. ,7963609841,TR,RAW_MATERIAL,29/05/2024,Duplicate of prior quarter submission
520,portal_v2,Alpine Weaving S.L.,ES88454746C,Espagne,"Pacific Machinery Co, Ltd",4Z7XKKST8VZHE9JLQ5,China,components,23/09/2024,
521,legacy_manual_import,"PRIME ELECTRONICS CO., LTD.",,China,Alpine Fibers GmbH,,Germany,component,05-20-2022,Şirket 2021'de denetlendi
522,portal_v2,Golden Tooling Sp. z o.o.,PL2144229485,Polska,Global Alloys SARL,,France,packaging,31/10/2023,Şirket 2021'de denetlendi
523,portal_v2,Westport Trading A.Ş.,38434939,Türkiye,"Horizon Weaving Co., Ltd.",2K2JHK5BH36K3HTFHF,China,RAW_MATERIAL,13/10/2022,
524,portal_v1,"Meridian  Foundry  Co.,  Ltd. ",6936664761,VN,"Redstone Plastics Co, Ltd",2677094459,Vietnam,Raw Material,2022-07-06,
525,portal_v2,Westport Electronics SARL,394225258329500,Morocco,Iberian Machinery Ltd.,GB910116526,United Kingdom,dyeing,23/05/2025,
526,legacy_manual_import,Golden Tooling Sp. z o.o.,PL2144229485,Poland,Nordci Materials GmbH,DE502141043,DE,Raw Material,12-27-2024,
527,portal_v2,CRESTWOOD METALS SARL,976694569801375,Maroc,Horizon Manufactuirng AG,DE431839337,Germany,logistics,08/10/2022,Fornecedor homologado em 2023
528,legacy_manual_import,Highland Weaving AŞ,8152837670,TR,HORIZON PACKAGING S.A.,ES71747066G,Espagne,dyeing,04-16-2025,Contact information outdated
529,portal_v2,Horizon Alloys SARL,381866192115924,Morocco,Northgate  Trading  SARL ,FR81767886857,FR,raw material,16/11/2023,Backup supplier - low volume
530,portal_v2,Andean Plastics Srl,,IT,copperfield weaving pvt. ltd.,45UXLVQ3410A1Z5,IN,packaging,03/01/2022,
531,portal_v1,ANDEAN LEATHER PVT. LTD.,02HCGCH6332A1Z5,India,SUMMIT LEATHER B.V.,,NL,materia prima,2022-04-23,Duplicate of prior quarter submission
532,portal_v1,Redstone  Chemicals  Lda. ,PT253396557,PT,Eastfield Grou pGmbH,DE632131355,DE,Raw Material,,
533,portal_v1,highland weaving a.ş.,8152837670,Türkiye,HORIZON PACKAGING S.A.,ES71747066G,España,raw material,2022-10-05,Backup supplier - low volume
534,portal_v2,NorthGate Textiles SA,ES60227680G,Espagne,CONTINENTAL FASTENERS SARL,524296237088409,MA,Raw Material,10/02/2023,Société certifiée ISO 9001
535,portal_v2,Meridian Assebmlies Sp. z o.o.,PL3793702943,Polska,Alpine Assemblies AŞ..,1619347714,Turkey,dyeing,15/02/2022,
536,portal_v2,NORTHGATE MACHINERY LTD.,GB144982519,UK,CORNERSTONE ALLOYS B.V.,NL683629854B33,Netherlands,packaging,18/08/2025,
537,portal_v2,"Summit  Machinery  Co.,  Ltd. ",9402555543,VN,Riverside  Fasteners  S.L. ,ES59379346C,ES,dyeing,15/07/2025,
538,portal_v1,Atlantic Logistics Srl,IT04077145284,IT,alpine weaving s.l.,ES88454746C,España,raw material,2025-02-06,Fournisseur validé lors de l'audit 2022
539,portal_v2,Vantage Allosy SARL,193008687593586,Maroc,Vantage  Assemblies  SAS ,,France,RAW_MATERIAL,30/07/2025,
540,portal_v1,Rhine Packaging Lda,PT928840726,Portugal,eastfield alloys gmbh,DE413-376973,Deutschland,dyeing,2025-07-08,
541,portal_v1,oakridge plastics pvt. ltd.,94HXCVS3375A1Z5,India,SUNRISE PLASTICS SARL,891377623634474,Morocco,packaging,2025-07-20,
542,portal_v2,Highland Plastics SpA,IT24406348066,IT,Atlantic IndustriesB .V.,NL118466507B21,Netherlands,materia prima,09/02/2023,
543,portal_v2,LAKESIDE INDUSTRIES LDA.,PT868765643,PT,Bluewater Trading Inc.,,US,logistics,24/03/2023,
544,portal_v2,Highland Components ASS,FR34285656538,France,CONTINENTAL PACKAGING S.P.A.,IT26573980619,IT,dyeing,12/04/2025,Pending re-confirmation
545,portal_v2,Premier Coatings A.Ş.,4752892539,Türkiye,Andean  Machinery  A.Ş. ,3690557991,Türkiye,Raw Material,06/05/2024,
546,portal_v2,Eastifeld Components SARL,fr58653776073,FR,Crestwood Dyeworks SAS,FR04397040587,France,component,,
547,portal_v2,Redstone Chemicals Lda,PT253396557,PT,horizon alloys sarl,381866192115924,MA,dyeing,07/08/2024,
548,portal_v2,VANTAGE ALLOYS SARL,193008687593586,Maroc,Vantage Assemblies SAS,FR03191475196,FR,raw material,22/06/2023,segÃºn acuerdo
549,portal_v1,"andean leather co., ltd.",DNCWF820JL0Q221BH9,China,Lakeside Materials Inc,,US,raw material,2023-12-12,Contact information outdated
550,portal_v2,iberian materials ag,DE817466807,DE,"Millbrook  Circuits  Co.,  Ltd. ",G2WQHWTPM4R5ZZT4EZ,China,Raw Material,09/04/2022,
551,portal_v2,Summit Metals Lda,PT182309739,PT,Ibreian Electronics SARL,706239917751423,MA,materia prima,15/03/2025,
552,portal_v2,Sunrise Leahter SARL,FR17861973435,France,Millbrook Solutions Lda,,PT,dyeing,17/06/2022,Contact information outdated
553,portal_v2,IRONGATE ALLOYS A.Ş.,68 88337780,TR,"Andean  Steel  Co.,  Ltd. ",CL12TKN77WAW76RRRX,China,components,08/02/2023,Contrato renovado según acuerdo marco
554,portal_v2,IBERIAN MACHINERY LTD.,gb910116526,United Kingdom,Redstone ElectronicsB .V.,,Holland,RAW_MATERIAL,02/04/2022,Fournisseur validé lors de l'audit 2022
555,portal_v2,Rhine Packaging Lda.,PT928840726,PT,Irongate Logistics BV,,NL,Raw Material,26/12/2023,
556,portal_v2,Iberian Machniery Ltd.,GB910116526,GB,Danube Components Sp. z o.o.,PL8781446242,Polska,components,15/10/2024,
557,portal_v2,Northgate Circuits Ltd.,GB715429489,United Kingdom,"oakridge polymers co., ltd.",QATCNZKTQP0GYSSKQK,China,component,28/02/2023,Fornecedor homologado em 2023
558,portal_v1,UNITED LEATHER SP. Z O.O.,PL0846433592,PL,Premier Materials Sp. z o.o.,PL5659235740,Polska,component,2025-05-05,
559,portal_v2,Alpine Coatings SARL,102439281045618,Morocco,bluewater industries a.ş.,2249294184,TR,RAW_MATERIAL,13/10/2022,
560,portal_v1,Iberian  Machinery  Ltd. ,GB910116526,UK,Danube Components Sp. z .oo.,PL8781446242,Poland,component,2025-03-10,
561,portal_v2,Eastfield  Components  SARL ,,France,AtlanticT extiles Pvt. Ltd.,54METII2553A1Z5,India,finishing,,"Data provided via phone, not verified"
562,portal_v2,Danube  Components  Sp.  z  o.o. ,PL8781446242,Polska,Silverline Leather S.r.l.,,Italy,materia prima,28/07/2025,
563,portal_v1,Prime Polymers SL,ES 49180374G,Spain,horizon components pvt. ltd.,53EXTRH3159A1Z5,India,dyeing,2022-08-19,
564,portal_v2,ANDEAN LEATHER PVT. LTD.,02 HCGCH6332A1Z5,IN,Baltic  Chemicals  B.V. ,NL192147365B35,Netherlands,component,22/08/2024,
565,portal_v2,Iberian  Materials  AG ,DE817466807,Deutschland,"Copperfield  Foundry  Co.,  Ltd. ",0269417482,VN,raw material,25/05/2023,
566,legacy_manual_import,westport electronics sarl,394225258329500,Maroc,Cornerstone Assemblies S.L.,ES19687479E,Spain,logistics,05-13-2025,
567,portal_v1,Westport Electronics SARL,394225258329500,Maroc,Highland  Machinery  Ltd. ,GB485329247,UK,dyeing,2025-05-18,Pending re-confirmation
568,portal_v2,PREMIER COATINGS A.Ş.,4752892539,TR,Andean  Machinery  A.Ş. ,3690557991,Turkey,subcontracted_labor,07/12/2024,"Data provided via phone, not verified"
569,portal_v2,Pacific Metals Inc,11-7347262,US,Meridian Industries SAS,FR1059-6861958,France,logistics,26/03/2024,Société certifiée ISO 9001
570,portal_v2,southbay electronics s.a.,,Spain,COPPERFIELD PACKAGING AG,DE990333248,Deutschland,subcontracted_labor,11/08/2022,
571,portal_v1,Vantage  Alloys  SARL ,193008687593586,Morocco,"Iberian Assemblies Co, Ltd",K54AWTVW783SWDM5XV,CN,component,2022-10-22,
572,portal_v2,Prime Polymers S.L.,ES49180374G,España,HORIZON COMPONENTS PVT. LTD.,,India,raw material,02/06/2022,Pending re-confirmation
573,portal_v2,Westport Trading AŞ,9238434939,Turkey,Premier  Coatings  SARL ,329449379788765,MA,finishing,19/08/2025,
574,portal_v1,andean assemblies s.p.a.,,Italy,Summit Trading SARL,,FR,Raw Material,2022-01-28,
575,portal_v2,global alloys sarl,,France,CONTINENTAL TEXTILES PVT. LTD.,29YKHST4465A1Z5,IN,packaging,07/04/2024,
576,portal_v1,"United  Assemblies  Co.,  Ltd. ",6926242393,Vietnam,Riverside Chemicals SAS,FR78380759187,France,subcontracted_labor,2022-05-05,
577,portal_v1,IRONGATE LOGISTICS B.V.,NL511393683B38,Netherlands,"Continental  Tooling  Co.,  Ltd. ",EJ377BC7RJZUZ0NFWL,CN,materia prima,2024-03-02,Pending re-confirmation
578,portal_v2,Horizon Metals Sp z oo,PL 4768445880,PL,CONTINENTAL WEAVING S.P.A.,IT21371287442,Italy,materia prima,,Contact information outdated
579,portal_v2,"UNITED ASSEMBLIES CO., LTD.",6926242393,Vietnam,global circuits gmbh,,DE,finishing,04/02/2024,
580,portal_v1,SOUTHBAY LEATHER B.V.,NL63879-7541B81,NL,"irongate ceramics co., ltd.",,Vietnam,logistics,2022-11-14,
581,portal_v2,Northgate  Circuits  Ltd. ,GB715429489,GB,stonebridge yarns lda.,PT103953164,PT,finishing,13/06/2022,Fornecedor homologado em 2023
582,legacy_manual_import,Horizon yDeworks A.Ş.,5797626609,Turkey,"Stonebridge Alloys Co, Ltd",1043205340,VN,packaging,07-02-2024,Confirmación pendiente por parte del proveedor
583,portal_v2,Southbay  Electronics  SARL ,346652635766034,Maroc,Westport Electronics SARL,,Maroc,logistics,,Fornecedor homologado em 2023
584,portal_v2,Atlantic Logistics Srl,IT04077145284,Italy,irongate alloys a.ş.,68883-37780,Türkiye,materia prima,28/09/2024,Pending re-confirmation
585,portal_v2,Andean Assemblies .Sp.A.,IT38826320735,Italy,baltic metals sarl,341339581700446,MA,components,21/05/2024,
586,portal_v2,Southbay Electronics S.A.,ES78333840D,ES,BLUEWATER TOOLING PVT. LTD.,11OPZCC7788A1Z5,IN,raw_material,30/05/2024,
587,portal_v2,SUMMIT METALS LDA.,PT182309739,Portugal,Iberian Electronics SARL,706239917751423,Maroc,raw material,02/11/2024,
588,portal_v2,Highland Steel Sp. z o.o.,pl7859126165,Polska,Iberian  Leather  Pvt.  Ltd. ,35HRPHY3801A1Z5,India,raw material,20/04/2022,
589,legacy_manual_import,Pacfiic Dyeworks B.V.,,NL,LAKESIDE INDUSTRIES LDA.,PT868765643,PT,Raw Material,06-13-2023,Fornecedor homologado em 2023
590,portal_v2,Copperfield  Metals  A.Ş. ,9918536797,TR,anatolian materials a.ş.,,Türkiye,packaging,28/09/2022,
591,portal_v1,Bluewater  Manufacturing  S.r.l. ,IT10862914220,Italia,Pacific  Weaving  S.L. ,ES36664405A,Spain,packaging,2025-08-19,Contrato renovado según acuerdo marco
592,portal_v2,Baltic Foundry BV..,,Netherlands,"Vantage Chemicals Co, Ltd",848MM2UGJMKQ90BK6N,China,subcontracted_labor,15/07/2023,
593,portal_v2,ALPINE COATINGS SARL,102439281045618,Maroc,Anatolian  Polymers  Inc. ,30-63-64630,United States,subcontracted_labor,09/04/2023,Contact information outdated
594,portal_v2,Westoprt Electronics SARL,394225258329500,Maroc,Iberian Machinery Ltd.,GB910116526,GB,RAW_MATERIAL,30/04/2025,Société certifiée ISO 9001
595,portal_v1,RHINE TOOLING AG,DE535425961,Deutschland,Highland Mcahinery SARL,172575982337100,MA,component,2022-07-15,
596,portal_v1,Godlen Tooling Sp. z o.o.,PL2144229485,Polska,oakridge logistics a.ş.,7963609841,Turkey,component,2023-08-24,
597,legacy_manual_import,united chemicals ltd.,GB666750464,United Kingdom,Anatolian Machinery A.Ş.,3715490387,TR,subcontracted_labor,03-15-2022,
598,portal_v2,"highland tooling co., ltd.",,China,Golden  Chemicals  SAS ,FR27698351396,FR,packaging,09/01/2023,
599,portal_v1,RHINE PACKAGING LDA.,PT928840726,Portugal,Global Ceramics Sp. z o.o.,PL5131340444,PL,finishing,2025-06-16,
600,portal_v1,OAKRIDGE LOGISTICS A.Ş.,7963609841,Turkey,PrimeP ackaging SARL,FR39133626704,France,raw material,2024-02-17,
601,portal_v2,silverline leather s.l.,ES95639376A,Espagne,BALTIC LEATHER PVT. LTD.,95OEZWM3402A1Z5,India,component,03/07/2023,Fornecedor homologado em 2023
602,portal_v2,Rhine Packaging Lda.,PT928840726,PT,EastfieldA lloys GmbH,DE413376973,Deutschland,logistics,15/12/2023,Société certifiée ISO 9001
603,portal_v2,Baltic Foundry BV..,NL127387209B07,Holland,Atlantic Trading B.V.,NL274449316B37,Netherlands,packaging,25/03/2023,
604,portal_v2,MERIDIAN ASSEMBLIES SP. Z O.O.,PL3793702943,Poland,Alpine Assemblies AŞ,1619347714,Türkiye,materia prima,24/10/2024,
605,portal_v2,Northgate Circuist Ltd.,GB715429489,GB,Stonebridge Yarns Lda,PT103953164,PT,Raw Material,06/09/2022,Fornecedor homologado em 2023
606,portal_v2,NotrhGate Textiles S.A.,,España,andean leather pvt. ltd.,02HCGCH-6332A1Z5,India,RAW_MATERIAL,08/08/2025,Confirmación pendiente por parte del proveedor
607,portal_v1,"highland tooling co., ltd.",G9GDNTQUXZJWLN2EV6,CN,Silverline Leather S.L.,ES95639376A,España,component,2023-07-10,Duplicate of prior quarter submission
608,portal_v2,Cornerstone Alloys B.V.,NL683629854B33,Netherlands,united fasteners gmbh,,Germany,packaging,30/11/2024,
609,portal_v2,copperfield metals a.ş.,9918536797,Türkiye,Westport Manufactuirng S.p.A.,IT14525569325,IT,raw_material,12/03/2025,
610,portal_v1,Southaby Logistics S.r.l.,IT40684690723,Italy,Westport Manufacutring B.V.,,Holland,raw material,2024-10-12,
611,legacy_manual_import,continental fasteners sarl,,MA,"COPPERFIELD ALLOYS CO., LTD.",LQHUJWRG88MSHM9299,CN,packaging,02-12-2025,Backup supplier - low volume
612,portal_v2,Southbay Logistics Srl,IT40684690723,Italia,WESTPORT MANUFACTURING B.V.,NL521295413B38,NL,subcontracted_labor,25/12/2024,
613,legacy_manual_import,Premier Coatings SARL,329449379788765,Morocco,Prime  Textiles  SARL ,750072831530094,Morocco,materia prima,05-24-2024,Duplicate of prior quarter submission
614,portal_v1,southbay electronics sarl,346652635766034,Morocco,WESTPORT ELECTRONICS SARL,,Maroc,finishing,2024-10-30,
615,portal_v2,Baltic Foundry B.V.,NL127387209B07,Holland,continental weaving b.v.,NL346920737B67,NL,packaging,,Pending re-confirmation
616,legacy_manual_import,horizon solutions sp. z o.o.,pl4837332964,Polska,OakridgeG roup SARL,FR91357663492,France,subcontracted_labor,01-27-2025,
617,portal_v2,Nordic Fibers SAS,,France,Vantage  Tooling  Lda. ,,PT,materia prima,24/07/2022,Fornecedor homologado em 2023
618,portal_v1,Northgate Machinery Ltd.,GB144982519,UK,premier dyeworks a.ş.,6954004320,Turkey,packaging,2023-08-13,Fournisseur validé lors de l'audit 2022
619,portal_v2,Rhine Tooilng AG,DE535425961,Deutschland,"Silverline Leather Co, Ltd",MGS37PAKGJERBP9846,CN,materia prima,23/01/2023,
620,legacy_manual_import,nordic materials gmbh,DE502141043,Germany,Nordic  Materials  GmbH ,DE502141043,Germany,subcontracted_labor,,
621,portal_v2,Redstone  Chemicals  Lda. ,PT253396557,Portugal,EASTFIELD GROUP GMBH,,Deutschland,raw_material,12/09/2023,Fournisseur validé lors de l'audit 2022
622,legacy_manual_import,vantage alloys sarl,,Maroc,"iberian assemblies co., ltd.",,CN,finishing,09-13-2023,Société certifiée ISO 9001
623,portal_v2,Alpine  Coatings  SARL ,102439281045618,MA,Westport  Yarns  SAS ,FR75221771329,France,component,,"Data provided via phone, not verified"
624,portal_v2,Westport Electronics SARL,,MA,Pacific Dyeworks BV,NL382948470B92,Netherlands,materia prima,,
625,portal_v1,Cornerstone Alloys B.V.,NL683629854B33,NL,Eastfield Machinery S.p.A.,IT76445972558,Italia,component,,
626,portal_v1,Atlanti cLogistics S.r.l.,IT04077145284,Italia,Bluewater Manufacturing S.r.l.,IT10862914220,IT,dyeing,2024-04-13,Duplicate of prior quarter submission
627,portal_v2,westport trading a.ş.,9238434939,Turkey,"horizon weaving co., ltd.",2K2JHK5BH36K3HTFHF,China,raw material,02/01/2022,
628,portal_v2,Danube Components Sp z oo,pl8781446242,Polska,Riverside  Chemicals  S.p.A. ,IT17291807684,Italy,logistics,08/01/2025,
629,legacy_manual_import,"United  Assemblies  Co.,  Ltd. ",6926242393,VN,Stonebridge Plastics GmbH,,Germany,RAW_MATERIAL,03-15-2022,Backup supplier - low volume
630,legacy_manual_import,Global Electronics S.A.,ES50165258A,ES,"REDSTONE PLASTICS CO., LTD.",2955705581,VN,subcontracted_labor,10-17-2022,
631,portal_v2,ATLANTIC TRADING B.V.,NL274449316B37,Netherlands,eastfield leather sas,,FR,packaging,13/07/2025,Backup supplier - low volume
632,portal_v2,Royal Coatings S.L.,,Spain,ALPINE YARNS S.A.,ES38927331G,Espagne,raw material,01/03/2025,Société certifiée ISO 9001
633,portal_v2,Baltic Foundry BV,NL12738209B07,Netherlands,Continental  Weaving  B.V. ,NL346920737B67,Netherlands,raw material,17/12/2022,Backup supplier - low volume
634,portal_v1,"Andean Leather Co, Ltd",DNCWF820JL0Q221BH9,China,Horizon Steel Lda.,PT702711595,PT,components,2022-06-05,
635,portal_v2,Global Electronics S.A.,ES50165258A,Espagne,"Redstone Plastics Co., Ltd.",,VN,components,14/04/2022,
636,portal_v2,NORDIC MATERIALS GMBH,E502141043,Deutschland,horizon metals sp. z o.o.,PL4768445880,PL,Raw Material,27/09/2024,Contact information outdated
637,portal_v1,RHINE TOOLING AG,DE535425961,Germany,"silverline leather co., ltd.",MGS37PAKGJERBP9846,CN,RAW_MATERIAL,2023-06-17,
638,portal_v2,Irongate Alloys A.Ş.,6888337780,Turkey,Silverline Polymers Sp z oo,PL7353-254094,Polska,raw material,08/08/2024,
639,legacy_manual_import,SILVERLINE CHEMICALS SAS,FR67254489366,France,Riverside Metals Inc.,96-46-38761,USA,raw material,10-14-2022,Şirket 2021'de denetlendi
640,portal_v1,Summit  Trading  SARL ,FR44034462491,France,Copperfield  Steel  Lda. ,PT830235629,Portugal,raw material,2023-06-27,Société certifiée ISO 9001
641,legacy_manual_import,NorthGate  Textiles  S.A. ,ES60227680G,Spain,Atlantic Logistics Srl,,IT,raw_material,05-19-2023,
642,portal_v2,andean leather pvt. ltd.,02HCGCH6332A1Z5,India,Horizon Dyeworks A.Ş.,5797626609,Turkey,Raw Material,13/08/2025,Backup supplier - low volume
643,portal_v1,sunrise leather sarl,FR17861973435,France,millbrook solutions lda.,PT399423598,PT,logistics,2024-09-02,Contrato renovado según acuerdo marco
644,portal_v2,highland plastics s.p.a.,IT24406348066,IT,"United  Assemblies  Co.,  Ltd. ",6926242393,VN,component,03/01/2025,Backup supplier - low volume
645,portal_v1,"United Assemblies Co. ,Ltd.",69262-42393,VN,Global  Circuits  GmbH ,DE720-227574,Deutschland,raw material,2024-06-05,
646,portal_v2,Danube Tooling S.r.l.,IT40418653428,Italia,united leather sp. z o.o.,PL0846433592,Polska,packaging,10/06/2024,Pending re-confirmation
647,legacy_manual_import,Rhine  Packaging  Lda. ,PT928840726,Portugal,Summit Materials Inc,91-9170792,United States,packaging,03-02-2022,Fournisseur validé lors de l'audit 2022
648,portal_v2,Silvelrine Materials SAS,FR18769608269,FR,Copperfield  Fibers  Lda. ,PT151483512,Portugal,logistics,10/09/2025,
649,portal_v2,apex circuits s.p.a.,IT59296256706,Italy,SUMMIT INDUSTRIES SAS,FR50014475805,FR,raw_material,23/10/2022,
650,portal_v2,Rhine  Tooling  AG ,DE535425961,Germany,Highland Machinery SARL,172575982337100,Maroc,raw material,,
651,portal_v2,APEX CIRCUITS S.P.A.,IT59296256706,Italy,summit industries sas,FR50014475805,France,subcontracted_labor,18/08/2025,
652,portal_v1,rhine packaging lda.,PT928840726,Portugal,eastfield alloys gmbh,DE41376973,Deutschland,materia prima,2023-09-16,Backup supplier - low volume
653,legacy_manual_import,Highland Machinery tLd.,485329247,United Kingdom,Danub ePlastics Ltd.,GB286174002,GB,raw_material,11-26-2024,
654,portal_v2,andean leather pvt. ltd.,02HCGCH6332A1Z5,IN,horizon dyeworks a.ş.,5797626609,Turkey,subcontracted_labor,18/12/2022,
655,legacy_manual_import,Premier  Coatings  A.Ş. ,,Türkiye,SOUTHBAY CIRCUITS LTD.,GB188850611,United Kingdom,RAW_MATERIAL,01-21-2024,Duplicate of prior quarter submission
656,portal_v2,Andean Leather Pvt Ltd,02HCGCH6332A1Z5,India,Vantage Textilse S.A.,ES30633873E,España,packaging,29/07/2024,Confirmación pendiente por parte del proveedor
657,portal_v2,Andean Assemblies S.p.A.,38826320735,Italy,copperfield group s.l.,ES02793116B,ES,RAW_MATERIAL,06/01/2024,Confirmación pendiente por parte del proveedor
658,portal_v2,premier coatings a.ş.,4752892539,TR,Southbay Circuits Ltd,GB188850611,GB,materia prima,26/06/2022,Contrato renovado según acuerdo marco
659,portal_v2,Vantage  Circuits  S.p.A. ,IT53333151593,Italy,Summit Foundry Sp. z o.o.,PL3439241666,Poland,packaging,16/07/2022,Pending re-confirmation
660,portal_v2,Westport Trading A.Ş.,9238434939,Türkiye,PREMIER COATINGS SARL,329449379788765,Morocco,Raw Material,09/08/2022,Şirket 2021'de denetlendi
