row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
503,legacy_manual_import,E048,andean plastics s.r.l.,andean plastics s r l,,IT09674857331,IT,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,,IN,raw_material,2022-08-14,Şirket 2021'de denetlendi
504,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,,US,E380,"Premier Metals Co.,L td.",premier metals co l td,,,CN,raw_material,2024-08-19,
505,portal_v2,E292,Meridian Fasteners Ltd.,meridian fasteners,ltd,GB212776106,GB,E174,Eastfield Components SARL,eastfield components,sarl,,FR,dyeing,,Pending re-confirmation
506,portal_v1,E182,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,PL,E226,horizon components lda.,horizon components lda,,PT115345152,PT,finishing,2022-12-19,
507,portal_v2,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E242,Horizon Solutions Lda.,horizon solutions lda,,PT196215509,PT,materia_prima,2025-04-06,Société certifiée ISO 9001
508,portal_v2,E424,SILVERLINE LEATHER S.L.,silverline leather,sl,ES95639376A,ES,E330,Northgate Polymers S.r.l.,northgate polymers s r l,,IT79593991237,,packaging,2023-02-28,
509,legacy_manual_import,E252,Iberian Machinery Ltd.,iberian machinery,ltd,,,E161,Danube Components Sp. z .oo.,danube components,sp z o o,PL8781446242,PL,finishing,2022-06-20,Fornecedor homologado em 2023
510,portal_v2,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,E400,Rhine Fonudry Ltd.,rhine fonudry,ltd,GB430959230,GB,component,2023-07-21,Pending re-confirmation
511,portal_v2,E150,Crestwood Caotings Lda.,crestwood coatings lda,,PT869464903,PT,E443,Southbay Leather B.V.,southbay leather b v,,NL638797541B81,,raw_material,2022-05-03,Pending re-confirmation
512,portal_v2,E443,Southbay Leather B.V.,southbay leather,bv,NL638797541B81,,E268,"irongate ceramics co., ltd.",irongate ceramics,co ltd,2309407591,VN,raw_material,2024-12-28,Pending re-confirmation
513,portal_v2,E368,pacific machinery lda.,pacific machinery lda,,PT721441525,PT,E142,cornerstone foundry s.r.l.,cornerstone foundry s r l,,IT91202848475,IT,packaging,2024-04-28,
514,legacy_manual_import,E374,PREMIER COATINGS A.Ş.,premier coatings,as,,TR,E470,Summit Tooling S.L.,summit tooling,s l,ES17820269F,ES,components,2022-01-29,
515,legacy_manual_import,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E200,Golden Chemicals SAS,golden chemicals sas,,FR27698351396,FR,raw_material,2024-01-13,
516,portal_v1,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,packaging,2023-08-28,Duplicate of prior quarter submission
517,portal_v1,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,E354,"Oakridge Polymers Co., Ltd.",oakridge polymers,co ltd,QATCNZKTQP0GYSSKQK,CN,component,2023-04-21,
518,portal_v1,E161,Danube Components Sp. z .oo.,danube components,sp z o o,PL8781446242,PL,E429,silverline leather s.r.l.,silverline leather s r l,,IT37704414833,IT,packaging,2023-07-20,
519,portal_v2,E204,Golden Tooling Sp. z o.o.,godlen tooling,sp z o o,PL2144229485,PL,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,raw_material,2024-05-29,Duplicate of prior quarter submission
520,portal_v2,E024,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,,E367,"Pacific Machinery Co., Ltd.",pacific machinery,co ltd,4Z7XKKST8VZHE9JLQ5,CN,components,2024-09-23,
521,legacy_manual_import,E381,"Prime Electronics Co, Ltd",prime electronics,co ltd,,CN,E017,Alpine Fibers GmbH,alpine fibers,gmbh,,DE,component,2022-05-20,Şirket 2021'de denetlendi
522,portal_v2,E206,Golden Tooling Sp. z o.o.,golden tooling,sp z o o,PL2144229485,,E183,Global Alloys SARL,global alloys,sarl,,FR,packaging,2023-10-31,Şirket 2021'de denetlendi
523,portal_v2,E527,Westport Trading A.Ş.,westport trading,a s,38434939,TR,E222,"Hoirzon Weaving Co., Ltd.",horizon weaving,co ltd,2K2JHK5BH36K3HTFHF,CN,raw_material,2022-10-13,
524,portal_v1,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E397,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2677094459,VN,raw_material,2022-07-06,
525,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E251,iberian machinery ltd.,iberian machinery,ltd,GB910116526,GB,dyeing,2025-05-23,
526,legacy_manual_import,E204,Golden Tooling Sp. z o.o.,golden tooling,sp z o o,PL2144229485,PL,E319,Nordic Materials GmbH,nordci materials,gmbh,DE502141043,DE,raw_material,2024-12-27,
527,portal_v2,E156,crestwood metals sarl,crestwood metals,sarl,976694569801375,MA,E232,Horizon Manufacturing AG,horizon manufactuirng,ag,DE431839337,DE,logistics,2022-10-08,Fornecedor homologado em 2023
528,legacy_manual_import,E221,highland weaving a.ş.,highland weaving,as,8152837670,TR,E234,horizon packaging s.a.,horizon packaging,s a,ES71747066G,,dyeing,2025-04-16,Contact information outdated
529,portal_v2,E224,Horizon Alloys SARL,horizon alloys,sarl,381866192115924,MA,E340,Northgate Trading SARL,northgate trading,sarl,FR81767886857,FR,raw_material,2023-11-16,Backup supplier - low volume
530,portal_v2,E050,Andean Plastics Srl,andean plastics srl,,,IT,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,45UXLVQ3410A1Z5,IN,packaging,2022-01-03,
531,portal_v1,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E461,SUMMIT LEATHER B.V.,summit leather b v,,,NL,materia_prima,2022-04-23,Duplicate of prior quarter submission
532,portal_v1,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E175,EASTFIELD GROUP GMBH,eastfield grou pgmbh,,DE632131355,DE,raw_material,,
533,portal_v1,E221,highland weaving a.ş.,highland weaving,a s,8152837670,TR,E235,Horizon Packaging SA,horizon packaging,s a,ES71747066G,ES,raw_material,2022-10-05,Backup supplier - low volume
534,portal_v2,E336,NorthGate Textiles S.A.,northgate textiles,sa,ES60227680G,,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,raw_material,2023-02-10,Société certifiée ISO 9001
535,portal_v2,E290,Meridian Assebmlies Sp. z o.o.,meridian assebmlies,sp z o o,PL3793702943,,E013,Alpine Assemblies A.Ş.,alpine assemblies,as,1619347714,TR,dyeing,2022-02-15,
536,portal_v2,E327,Northgate Machinery Ltd.,northgate machinery,ltd,GB144982519,,E133,Cornerstone Alloys B.V.,cornerstone alloys b v,,NL683629854B33,NL,packaging,2025-08-18,
537,portal_v2,E463,"Summit Machinery Co., Ltd.",summit machinery,co ltd,9402555543,VN,E406,RIVERSIDE FASTENERS S.L.,riverside fasteners,s l,ES59379346C,ES,dyeing,2025-07-15,
538,portal_v1,E069,Atlantic Logistics S.r.l.,atlantic logistics srl,,IT04077145284,IT,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,raw_material,2025-02-06,Fournisseur validé lors de l'audit 2022
539,portal_v2,E501,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E504,Vantage Assemblies SAS,vantage assemblies sas,,,FR,raw_material,2025-07-30,
540,portal_v1,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E171,eastfield alloys gmbh,eastfield alloys,gmbh,DE413376973,,dyeing,2025-07-08,
541,portal_v1,E353,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,E479,Sunrise Plastics SARL,sunrise plastics,sarl,891377623634474,MA,packaging,2025-07-20,
542,portal_v2,E213,Highland Plastics S.p.A.,highland plastics spa,,IT24406348066,IT,E066,Atlantic IndustriesB .V.,atlantic industriesb v,,NL118466507B21,NL,materia_prima,2023-02-09,
543,portal_v2,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,PT868765643,PT,E099,bluewater trading inc.,bluewater trading,inc,,US,logistics,2023-03-24,
544,portal_v2,E207,Highland Components SAS,highland components ass,,FR34285656538,FR,E106,CONTINENTAL PACKAGING S.P.A.,continental packaging s p a,,IT26573980619,IT,dyeing,2025-04-12,Pending re-confirmation
545,portal_v2,E374,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,E047,Andean Machinery A.Ş.,andean machinery,a s,3690557991,TR,raw_material,2024-05-06,
546,portal_v2,E174,Eastfield Components SARL,eastifeld components,sarl,FR58653776073,FR,E151,Crestwood Dyeworks SAS,crestwood dyeworks sas,,FR04397040587,FR,component,,
547,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E224,Horizon Alloys SARL,horizon alloys,sarl,381866192115924,MA,dyeing,2024-08-07,
548,portal_v2,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E504,Vantage Assemblies SAS,vantage assemblies sas,,FR03191475196,FR,raw_material,2023-06-22,segÃºn acuerdo
549,portal_v1,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E283,lakeside materials inc.,lakeside materials,inc,,US,raw_material,2023-12-12,Contact information outdated
550,portal_v2,E255,IBERIAN MATERIALS AG,iberian materials,ag,DE817466807,DE,E305,"Millbrook Circuits Co., Ltd.",millbrook circuits,co ltd,G2WQHWTPM4R5ZZT4EZ,CN,raw_material,2022-04-09,
551,portal_v2,E469,Summit Metals Lda,summit metals lda,,PT182309739,PT,E248,Iberian Electronics SARL,ibreian electronics,sarl,706239917751423,MA,materia_prima,2025-03-15,
552,portal_v2,E478,Sunrise Leather SARL,sunrise leahter,sarl,FR17861973435,FR,E311,Millbrook Solutions Lda,millbrook solutions lda,,,PT,dyeing,2022-06-17,Contact information outdated
553,portal_v2,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E051,"ANDEAN STEEL CO., LTD.",andean steel,co ltd,CL12TKN77WAW76RRRX,CN,components,2023-02-08,Contrato renovado según acuerdo marco
554,portal_v2,E251,iberian machinery ltd.,iberian machinery,ltd,GB910116526,GB,E394,Redstone ElectronicsB .V.,redstone electronicsb v,,,,raw_material,2022-04-02,Fournisseur validé lors de l'audit 2022
555,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E274,IRONGATE LOGISTICS B.V.,irongate logistics,bv,,NL,raw_material,2023-12-26,
556,portal_v2,E251,iberian machinery ltd.,iberian machniery,ltd,GB910116526,GB,E162,Danube Components Sp. z o.o.,danube components,sp z o o,PL8781446242,,components,2024-10-15,
557,portal_v2,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,E354,"Oakridge Polymers Co., Ltd.",oakridge polymers,co ltd,QATCNZKTQP0GYSSKQK,CN,component,2023-02-28,Fornecedor homologado em 2023
558,portal_v1,E495,UNITED LEATHER SP. Z O.O.,united leather,sp z o o,PL0846433592,PL,E377,Premier Materials Sp .z o.o.,premier materials,sp z o o,PL5659235740,,component,2025-05-05,
559,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E092,Bluewater Industries A.Ş.,bluewater industries,a s,2249294184,TR,raw_material,2022-10-13,
560,portal_v1,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,E161,Danube Components Sp. z .oo.,danube components,sp z oo,PL8781446242,PL,component,2025-03-10,
561,portal_v2,E174,Eastfield Components SARL,eastfield components,sarl,,FR,E073,Atlantic Textiles Pvt. Ltd.,atlantict extiles,pvt ltd,54METII2553A1Z5,IN,finishing,,"Data provided via phone, not verified"
562,portal_v2,E162,Danube Components Sp. z o.o.,danube components,sp z o o,PL8781446242,,E429,silverline leather s.r.l.,silverline leather s r l,,,IT,materia_prima,2025-07-28,
563,portal_v1,E385,Prime Polymers S.L.,prime polymers,sl,ES49180374G,ES,E225,horizon components pvt. ltd.,horizon components,pvt ltd,53EXTRH3159A1Z5,IN,dyeing,2022-08-19,
564,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E076,Baltic Chemicals BV,baltic chemicals b v,,NL192147365B35,NL,component,2024-08-22,
565,portal_v2,E257,Iberian Materials AG,iberian materials,ag,DE817466807,,E123,"Copperfield Foundry Co., Ltd.",copperfield foundry,co ltd,0269417482,VN,raw_material,2023-05-25,
566,legacy_manual_import,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E137,Cornerstone Assemblies S.L.,cornerstone assemblies,s l,ES19687479E,ES,logistics,2025-05-13,
567,portal_v1,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E211,Highland Machinery Ltd.,highland machinery,ltd,GB485329247,,dyeing,2025-05-18,Pending re-confirmation
568,portal_v2,E374,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,E047,Andean Machinery A.Ş.,andean machinery,a s,3690557991,TR,subcontracted_labor,2024-12-07,"Data provided via phone, not verified"
569,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E298,Meridian Industries SAS,meridian industries sas,,FR10596861958,FR,logistics,2024-03-26,Société certifiée ISO 9001
570,portal_v2,E440,southbay electronics s.a.,southbay electronics,s a,,ES,E128,COPPERFIELD PACKAGING AG,copperfield packaging,ag,DE990333248,,subcontracted_labor,2022-08-11,
571,portal_v1,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E245,"Iberian Assemblies Co., Ltd.",iberian assemblies,co ltd,K54AWTVW783SWDM5XV,CN,component,2022-10-22,
572,portal_v2,E385,Prime Polymers S.L.,prime polymers,s l,ES49180374G,ES,E225,horizon components pvt. ltd.,horizon components,pvt ltd,,IN,raw_material,2022-06-02,Pending re-confirmation
573,portal_v2,E527,Westport Trading A.Ş.,westport trading,as,9238434939,TR,E375,Premier Coatings SARL,premier coatings,sarl,329449379788765,MA,finishing,2025-08-19,
574,portal_v1,E039,Andean Assemblies .Sp.A.,andean assemblies s p a,,,IT,E473,Summit Trading SARL,summit trading,sarl,,FR,raw_material,2022-01-28,
575,portal_v2,E183,Global Alloys SARL,global alloys,sarl,,FR,E109,Contienntal Textiles Pvt. Ltd.,continental textiles,pvt ltd,29YKHST4465A1Z5,IN,packaging,2024-04-07,
576,portal_v1,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E408,RIVERSIDE CHEMICALS SAS,riverside chemicals sas,,FR78380759187,FR,subcontracted_labor,2022-05-05,
577,portal_v1,E274,IRONGATE LOGISTICS B.V.,irongate logistics b v,,NL511393683B38,NL,E110,"Continental Tooling Co., Ltd.",continental tooling,co ltd,EJ377BC7RJZUZ0NFWL,CN,materia_prima,2024-03-02,Pending re-confirmation
578,portal_v2,E233,horizon metals sp. z o.o.,horizon metals,sp z oo,PL4768445880,PL,E113,CONTINENTAL WEAVING S.P.A.,continental weaving s p a,,IT21371287442,IT,materia_prima,,Contact information outdated
579,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E187,Global Circuits GbmH,global circuits,gmbh,,DE,finishing,2024-02-04,
580,portal_v1,E445,SOUTHBAY LEATHER B.V.,southbay leather b v,,NL638797541B81,NL,E268,"irongate ceramics co., ltd.",irongate ceramics,co ltd,,VN,logistics,2022-11-14,
581,portal_v2,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,E455,stonebridge yarns lda.,stonebridge yarns lda,,PT103953164,PT,finishing,2022-06-13,Fornecedor homologado em 2023
582,legacy_manual_import,E244,Horizon yDeworks A.Ş.,horizon ydeworks,a s,5797626609,TR,E450,"Stonebridge Alloys Co, Ltd",stonebridge alloys,co ltd,1043205340,VN,packaging,2024-02-07,Confirmación pendiente por parte del proveedor
583,portal_v2,E437,Southbay Electronics SARL,southbay electronics,sarl,346652635766034,MA,E517,Westport Electronics SARL,westport electronics,sarl,,MA,logistics,,Fornecedor homologado em 2023
584,portal_v2,E069,Atlantic Logistics S.r.l.,atlantic logistics srl,,IT04077145284,IT,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,materia_prima,2024-09-28,Pending re-confirmation
585,portal_v2,E039,Andean Assemblies .Sp.A.,andean assemblies sp a,,IT38826320735,IT,E083,BALTIC METALS SARL,baltic metals,sarl,341339581700446,MA,components,2024-05-21,
586,portal_v2,E440,southbay electronics s.a.,southbay electronics,s a,ES78333840D,ES,E098,Bluewater Tooling Pvt. Ltd.,bluewater tooling,pvt ltd,11OPZCC7788A1Z5,IN,raw_material,2024-05-30,
587,portal_v2,E469,Summit Metals Lda,summit metals lda,,PT182309739,PT,E248,Iberian Electronics SARL,iberian electronics,sarl,706239917751423,MA,raw_material,2024-11-02,
588,portal_v2,E219,Highland Steel Sp. z o.o.,highland steel,sp z o o,PL7859126165,,E250,Iberian Leather Pvt. Ltd.,iberian leather,pvt ltd,35HRPHY3801A1Z5,IN,raw_material,2022-04-20,
589,legacy_manual_import,E359,Pacfiic Dyeworks B.V.,pacfiic dyeworks b v,,,NL,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,PT868765643,PT,raw_material,2023-06-13,Fornecedor homologado em 2023
590,portal_v2,E127,Copperfield Metals A.Ş.,copperfield metals,a s,9918536797,TR,E031,Anatolian Materials A.Ş.,anatolian materials,a s,,TR,packaging,2022-09-28,
591,portal_v1,E094,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,,E370,Pacific Weaving S.L.,pacific weaving,s l,ES36664405A,ES,packaging,2025-08-19,Contrato renovado según acuerdo marco
592,portal_v2,E080,Baltic Foundry B.V.,baltic foundry,bv,,NL,E505,"Vantage Chemicals Co, Ltd",vantage chemicals,co ltd,848MM2UGJMKQ90BK6N,CN,subcontracted_labor,2023-07-15,
593,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E033,Anatolian Polymers Inc.,anatolian polymers,inc,306364630,US,subcontracted_labor,2023-04-09,Contact information outdated
594,portal_v2,E517,Westport Electronics SARL,westoprt electronics,sarl,394225258329500,MA,E251,iberian machinery ltd.,iberian machinery,ltd,GB910116526,GB,raw_material,2025-04-30,Société certifiée ISO 9001
595,portal_v1,E405,RHINE TOOLING AG,rhine tooling,ag,DE535425961,,E212,Highland Mcahinery SARL,highland mcahinery,sarl,172575982337100,MA,component,2022-07-15,
596,portal_v1,E206,Golden Tooling Sp. z o.o.,godlen tooling,sp z o o,PL2144229485,,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,component,2023-08-24,
597,legacy_manual_import,E487,united chemicals ltd.,united chemicals,ltd,GB666750464,GB,E030,Anatolian Machinery A.Ş.,anatolian machinery,a s,3715490387,TR,subcontracted_labor,2022-03-15,
598,portal_v2,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,,CN,E200,Golden Chemicals SAS,golden chemicals sas,,FR27698351396,FR,packaging,2023-01-09,
599,portal_v1,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E182,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,PL,finishing,2025-06-16,
600,portal_v1,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E383,prime packaging sarl,primep ackaging,sarl,FR39133626704,FR,raw_material,2024-02-17,
601,portal_v2,E427,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,,E081,BALTIC LEATHER PVT. LTD.,baltic leather,pvt ltd,95OEZWM3402A1Z5,IN,component,2023-07-03,Fornecedor homologado em 2023
602,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E179,EastfieldA lloys GmbH,eastfielda lloys,gmbh,DE413376973,,logistics,2023-12-15,Société certifiée ISO 9001
603,portal_v2,E079,baltic foundry b.v.,baltic foundry,bv,NL127387209B07,,E075,Atlantic Trading B.V.,atlantic trading b v,,NL274449316B37,NL,packaging,2023-03-25,
604,portal_v2,E289,Meridian Assebmlies Sp. z o.o.,meridian assemblies,sp z o o,PL3793702943,PL,E013,Alpine Assemblies A.Ş.,alpine assemblies,as,1619347714,TR,materia_prima,2024-10-24,
605,portal_v2,E324,Northgate Circuits Ltd.,northgate circuist,ltd,GB715429489,GB,E455,stonebridge yarns lda.,stonebridge yarns lda,,PT103953164,PT,raw_material,2022-09-06,Fornecedor homologado em 2023
606,portal_v2,E337,NorthGate Textiles S.A.,notrhgate textiles,s a,,ES,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,raw_material,2025-08-08,Confirmación pendiente por parte del proveedor
607,portal_v1,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,ES,component,2023-07-10,Duplicate of prior quarter submission
608,portal_v2,E133,Cornerstone Alloys B.V.,cornerstone alloys b v,,NL683629854B33,NL,E490,united fasteners gmbh,united fasteners,gmbh,,DE,packaging,2024-11-30,
